,alpha,filename,filter,h,l,language,mean,optimization,s,trimmed_mean,variance,experiment,width,height,id
1333,0.1467484547,random1 200x200 (719346228).bmp,merge,,,asm1,1223387,0,,1223387,4189374741193,random1,200,200,719346228
1334,0,random1 200x200 (1369321801).bmp,merge,,,asm1,353720,0,,353720,10866088942,random1,200,200,1369321801
1335,0.1467484547,random1 200x200 (1369321801).bmp,merge,,,asm1,307904.4,0,,307904.4,2985023.30000305,random1,200,200,1369321801
1336,0,fixed 276x276 (1100661313).bmp,merge,,,asm1,1431206.2,0,,1431206.2,2228225226973.7,fixed,276,276,1100661313
1337,0.1467484547,fixed 276x276 (1100661313).bmp,merge,,,asm1,586204.8,0,,586204.8,2963253.70001221,fixed,276,276,1100661313
1338,0,random1 200x200 (6939507).bmp,merge,,,asm1,307629.2,0,,307629.2,1390119.69999695,random1,200,200,6939507
1339,0.1467484547,random1 200x200 (6939507).bmp,merge,,,asm1,378147,0,,378147,12384034837,random1,200,200,6939507
1340,0,random1 200x200 (774044599).bmp,merge,,,asm1,307496.4,0,,307496.4,266728.300003052,random1,200,200,774044599
1341,0.1467484547,random1 200x200 (774044599).bmp,merge,,,asm1,317878.6,0,,317878.6,550614705.300003,random1,200,200,774044599
1342,0,random1 200x200 (135497281).bmp,merge,,,asm1,307350.6,0,,307350.6,279663.800003052,random1,200,200,135497281
1343,0.1467484547,random1 200x200 (135497281).bmp,merge,,,asm1,310966.8,0,,310966.8,27058988.6999969,random1,200,200,135497281
1344,0,fixed 340x340 (1780695788).bmp,merge,,,asm1,957965,0,,957965,18545477031,fixed,340,340,1780695788
1345,0.1467484547,fixed 340x340 (1780695788).bmp,merge,,,asm1,897909,0,,897909,56250265.5,fixed,340,340,1780695788
1346,0,random2 200x200 (1272590008).bmp,merge,,,asm1,307470.2,0,,307470.2,225136.199996948,random2,200,200,1272590008
1347,0.1467484547,random2 200x200 (1272590008).bmp,merge,,,asm1,305188.2,0,,305188.2,17438285.1999969,random2,200,200,1272590008
1348,0,fixed 76x76 (304089172).bmp,merge,,,asm1,44047.6,0,,44047.6,15435.3000001907,fixed,76,76,304089172
1349,0.1467484547,fixed 76x76 (304089172).bmp,merge,,,asm1,44136.8,0,,44136.8,32805.1999998093,fixed,76,76,304089172
1350,0,random2 200x200 (111632295).bmp,merge,,,asm1,305368.2,0,,305368.2,22328327.6999969,random2,200,200,111632295
1351,0.1467484547,random2 200x200 (111632295).bmp,merge,,,asm1,308732.8,0,,308732.8,6276609.69999695,random2,200,200,111632295
1352,0,random2 200x200 (1110322077).bmp,merge,,,asm1,311861.6,0,,311861.6,76732565.3000031,random2,200,200,1110322077
1353,0.1467484547,random2 200x200 (1110322077).bmp,merge,,,asm1,311810.6,0,,311810.6,53308804.3000031,random2,200,200,1110322077
1354,0,random2 200x200 (1904825301).bmp,merge,,,asm1,311065,0,,311065,46971435.5,random2,200,200,1904825301
1355,0.1467484547,random2 200x200 (1904825301).bmp,merge,,,asm1,311040.6,0,,311040.6,112434415.300003,random2,200,200,1904825301
1356,0,random1 200x200 (476667372).bmp,merge,,,asm1,307534.2,0,,307534.2,118920.699996948,random1,200,200,476667372
1357,0.1467484547,random1 200x200 (476667372).bmp,merge,,,asm1,301191.4,0,,301191.4,29657263.3000031,random1,200,200,476667372
1358,0,fixed 72x72 (1540383426).bmp,merge,,,asm1,39410,0,,39410,466850.5,fixed,72,72,1540383426
1359,0.1467484547,fixed 72x72 (1540383426).bmp,merge,,,asm1,39568.2,0,,39568.2,8174.7000000477,fixed,72,72,1540383426
1360,0,random2 200x200 (1491826219).bmp,merge,,,asm1,306891.4,0,,306891.4,42027.8000030518,random2,200,200,1491826219
1361,0.1467484547,random2 200x200 (1491826219).bmp,merge,,,asm1,578409.8,0,,578409.8,367848434027.7,random2,200,200,1491826219
1362,0,fixed 240x240 (135497281).bmp,merge,,,asm1,471100,0,,471100,3703464846,fixed,240,240,135497281
1363,0.1467484547,fixed 240x240 (135497281).bmp,merge,,,asm1,443212,0,,443212,123287129.5,fixed,240,240,135497281
1364,0,fixed 216x216 (1424268980).bmp,merge,,,asm1,361528.8,0,,361528.8,29861882.7000122,fixed,216,216,1424268980
1365,0.1467484547,fixed 216x216 (1424268980).bmp,merge,,,asm1,359582.2,0,,359582.2,1147679.70001221,fixed,216,216,1424268980
1366,0,random2 200x200 (149362799).bmp,merge,,,asm1,308002.4,0,,308002.4,900173.300003052,random2,200,200,149362799
1367,0.1467484547,random2 200x200 (149362799).bmp,merge,,,asm1,307081.4,0,,307081.4,121009.300003052,random2,200,200,149362799
1368,0,fixed 208x208 (184803526).bmp,merge,,,asm1,332383.4,0,,332383.4,814266.299987793,fixed,208,208,184803526
1369,0.1467484547,fixed 208x208 (184803526).bmp,merge,,,asm1,332165,0,,332165,101007,fixed,208,208,184803526
1370,0,random2 200x200 (210173080).bmp,merge,,,asm1,319651.2,0,,319651.2,342687073.199997,random2,200,200,210173080
1371,0.1467484547,random2 200x200 (210173080).bmp,merge,,,asm1,307459.2,0,,307459.2,534894.699996948,random2,200,200,210173080
1372,0,random1 200x200 (434248626).bmp,merge,,,asm1,307564.4,0,,307564.4,870715.800003052,random1,200,200,434248626
1373,0.1467484547,random1 200x200 (434248626).bmp,merge,,,asm1,380508.2,0,,380508.2,23932977742.7,random1,200,200,434248626
1374,0,fixed 348x348 (491705403).bmp,merge,,,asm1,1078908.8,0,,1078908.8,68394906404.7,fixed,348,348,491705403
1375,0.1467484547,fixed 348x348 (491705403).bmp,merge,,,asm1,986011.4,0,,986011.4,2899359358.30005,fixed,348,348,491705403
1376,0,random1 200x200 (1884661237).bmp,merge,,,asm1,431787.8,0,,431787.8,80890655472.2,random1,200,200,1884661237
1377,0.1467484547,random1 200x200 (1884661237).bmp,merge,,,asm1,307210.2,0,,307210.2,79063.6999969482,random1,200,200,1884661237
1378,0,random2 200x200 (1641401680).bmp,merge,,,asm1,307439.2,0,,307439.2,729881.699996948,random2,200,200,1641401680
1379,0.1467484547,random2 200x200 (1641401680).bmp,merge,,,asm1,328581.6,0,,328581.6,884652217.300003,random2,200,200,1641401680
1380,0,fixed 224x224 (749241873).bmp,merge,,,asm1,385797.6,0,,385797.6,752836.799987793,fixed,224,224,749241873
1381,0.1467484547,fixed 224x224 (749241873).bmp,merge,,,asm1,386710.4,0,,386710.4,7091698.29998779,fixed,224,224,749241873
1382,0,fixed 116x116 (2145174067).bmp,merge,,,asm1,102056.8,0,,102056.8,207164.700000763,fixed,116,116,2145174067
1383,0.1467484547,fixed 116x116 (2145174067).bmp,merge,,,asm1,105203.2,0,,105203.2,94342467.7000008,fixed,116,116,2145174067
1384,0,random2 200x200 (1483653965).bmp,merge,,,asm1,314215,0,,314215,214465466.5,random2,200,200,1483653965
1385,0.1467484547,random2 200x200 (1483653965).bmp,merge,,,asm1,325678,0,,325678,2227406694.5,random2,200,200,1483653965
1386,0,random2 200x200 (678517663).bmp,merge,,,asm1,307153.8,0,,307153.8,218917.199996948,random2,200,200,678517663
1387,0.1467484547,random2 200x200 (678517663).bmp,merge,,,asm1,307381,0,,307381,136671,random2,200,200,678517663
1388,0,random2 200x200 (267243337).bmp,merge,,,asm1,308191.8,0,,308191.8,1425364.69999695,random2,200,200,267243337
1389,0.1467484547,random2 200x200 (267243337).bmp,merge,,,asm1,307982.4,0,,307982.4,582466.800003052,random2,200,200,267243337
1390,0,fixed 124x124 (1101513929).bmp,merge,,,asm1,116432.2,0,,116432.2,13249.7000007629,fixed,124,124,1101513929
1391,0.1467484547,fixed 124x124 (1101513929).bmp,merge,,,asm1,116633.2,0,,116633.2,242693.200000763,fixed,124,124,1101513929
1392,0,random2 200x200 (2025457891).bmp,merge,,,asm1,775206.8,0,,775206.8,1092332260809.2,random2,200,200,2025457891
1393,0.1467484547,random2 200x200 (2025457891).bmp,merge,,,asm1,316028.4,0,,316028.4,313785126.800003,random2,200,200,2025457891
1394,0,random1 200x200 (114723506).bmp,merge,,,asm1,311759.2,0,,311759.2,41207995.199997,random1,200,200,114723506
1395,0.1467484547,random1 200x200 (114723506).bmp,merge,,,asm1,314584.2,0,,314584.2,287696926.699997,random1,200,200,114723506
1396,0,random2 200x200 (1993704154).bmp,merge,,,asm1,321346.6,0,,321346.6,254672922.800003,random2,200,200,1993704154
1397,0.1467484547,random2 200x200 (1993704154).bmp,merge,,,asm1,307856.6,0,,307856.6,1272055.30000305,random2,200,200,1993704154
1398,0,fixed 140x140 (1369133069).bmp,merge,,,asm1,148314,0,,148314,316312,fixed,140,140,1369133069
1399,0.1467484547,fixed 140x140 (1369133069).bmp,merge,,,asm1,148648,0,,148648,520391.5,fixed,140,140,1369133069
1400,0,random2 200x200 (889485400).bmp,merge,,,asm1,308353.4,0,,308353.4,45286165.3000031,random2,200,200,889485400
1401,0.1467484547,random2 200x200 (889485400).bmp,merge,,,asm1,318641.6,0,,318641.6,178125812.800003,random2,200,200,889485400
1402,0,fixed 200x200 (2038664370).bmp,merge,,,asm1,307631.4,0,,307631.4,2747327.30000305,fixed,200,200,2038664370
1403,0.1467484547,fixed 200x200 (2038664370).bmp,merge,,,asm1,307494.6,0,,307494.6,616232.300003052,fixed,200,200,2038664370
1404,0,random2 200x200 (500913976).bmp,merge,,,asm1,491766.4,0,,491766.4,105958438541.3,random2,200,200,500913976
1405,0.1467484547,random2 200x200 (500913976).bmp,merge,,,asm1,311624.8,0,,311624.8,17515199.6999969,random2,200,200,500913976
1406,0,random2 200x200 (2101086718).bmp,merge,,,asm1,306091.8,0,,306091.8,2463128.69999695,random2,200,200,2101086718
1407,0.1467484547,random2 200x200 (2101086718).bmp,merge,,,asm1,315187.2,0,,315187.2,205538705.199997,random2,200,200,2101086718
1408,0,fixed 172x172 (859484421).bmp,merge,,,asm1,223387.2,0,,223387.2,34287.1999969482,fixed,172,172,859484421
1409,0.1467484547,fixed 172x172 (859484421).bmp,merge,,,asm1,224050.4,0,,224050.4,1902466.80000305,fixed,172,172,859484421
1410,0,random1 200x200 (243268139).bmp,merge,,,asm1,306791.8,0,,306791.8,36265049.6999969,random1,200,200,243268139
1411,0.1467484547,random1 200x200 (243268139).bmp,merge,,,asm1,324423.8,0,,324423.8,1457590994.2,random1,200,200,243268139
1412,0,random2 200x200 (326834681).bmp,merge,,,asm1,307037,0,,307037,101594,random2,200,200,326834681
1413,0.1467484547,random2 200x200 (326834681).bmp,merge,,,asm1,318705.4,0,,318705.4,273978608.800003,random2,200,200,326834681
1414,0,random1 200x200 (1782436840).bmp,merge,,,asm1,325956.6,0,,325956.6,504339748.300003,random1,200,200,1782436840
1415,0.1467484547,random1 200x200 (1782436840).bmp,merge,,,asm1,512430.4,0,,512430.4,174261433420.3,random1,200,200,1782436840
1416,0,random2 200x200 (1523873429).bmp,merge,,,asm1,313121.6,0,,313121.6,150907324.300003,random2,200,200,1523873429
1417,0.1467484547,random2 200x200 (1523873429).bmp,merge,,,asm1,308609.4,0,,308609.4,8726071.30000305,random2,200,200,1523873429
1418,0,random2 200x200 (1240563377).bmp,merge,,,asm1,307504.8,0,,307504.8,1090957.19999695,random2,200,200,1240563377
1419,0.1467484547,random2 200x200 (1240563377).bmp,merge,,,asm1,307713.8,0,,307713.8,1284964.19999695,random2,200,200,1240563377
1420,0,random2 200x200 (408079536).bmp,merge,,,asm1,1256333.8,0,,1256333.8,4405622944961.7,random2,200,200,408079536
1421,0.1467484547,random2 200x200 (408079536).bmp,merge,,,asm1,305661.4,0,,305661.4,27786610.300003,random2,200,200,408079536
1422,0,random1 200x200 (1469262009).bmp,merge,,,asm1,307269.2,0,,307269.2,94914.1999969482,random1,200,200,1469262009
1423,0.1467484547,random1 200x200 (1469262009).bmp,merge,,,asm1,305920.6,0,,305920.6,24324447.3000031,random1,200,200,1469262009
1424,0,random2 200x200 (355197215).bmp,merge,,,asm1,308539,0,,308539,7705162.5,random2,200,200,355197215
1425,0.1467484547,random2 200x200 (355197215).bmp,merge,,,asm1,362886.8,0,,362886.8,9494852116.70001,random2,200,200,355197215
1426,0,random2 200x200 (1115532105).bmp,merge,,,asm1,868507,0,,868507,1570877846182,random2,200,200,1115532105
1427,0.1467484547,random2 200x200 (1115532105).bmp,merge,,,asm1,310449.4,0,,310449.4,43312469.8000031,random2,200,200,1115532105
1428,0,random2 200x200 (163025128).bmp,merge,,,asm1,305570.6,0,,305570.6,15315875.3000031,random2,200,200,163025128
1429,0.1467484547,random2 200x200 (163025128).bmp,merge,,,asm1,311156.8,0,,311156.8,67319002.699997,random2,200,200,163025128
1430,0,fixed 180x180 (608413784).bmp,merge,,,asm1,259205.2,0,,259205.2,940628437.699997,fixed,180,180,608413784
1431,0.1467484547,fixed 180x180 (608413784).bmp,merge,,,asm1,244381.2,0,,244381.2,29707.1999969482,fixed,180,180,608413784
1432,0,fixed 96x96 (1726956429).bmp,merge,,,asm1,69540.6,0,,69540.6,968726.300000191,fixed,96,96,1726956429
1433,0.1467484547,fixed 96x96 (1726956429).bmp,merge,,,asm1,70274.8,0,,70274.8,165861.199999809,fixed,96,96,1726956429
1434,0,random2 200x200 (673967233).bmp,merge,,,asm1,312330.6,0,,312330.6,50031978.3000031,random2,200,200,673967233
1435,0.1467484547,random2 200x200 (673967233).bmp,merge,,,asm1,313951,0,,313951,176764216.5,random2,200,200,673967233
1436,0,random2 200x200 (1804275551).bmp,merge,,,asm1,307289.6,0,,307289.6,162545.300003052,random2,200,200,1804275551
1437,0.1467484547,random2 200x200 (1804275551).bmp,merge,,,asm1,306906.4,0,,306906.4,85369.3000030518,random2,200,200,1804275551
1438,0,fixed 388x388 (855636226).bmp,merge,,,asm1,1320746.6,0,,1320746.6,113684063529.8,fixed,388,388,855636226
1439,0.1467484547,fixed 388x388 (855636226).bmp,merge,,,asm1,1166240.4,0,,1166240.4,51729496.8000488,fixed,388,388,855636226
1440,0,fixed 60x60 (2044897763).bmp,merge,,,asm1,27764.8,0,,27764.8,21108.7000000477,fixed,60,60,2044897763
1441,0.1467484547,fixed 60x60 (2044897763).bmp,merge,,,asm1,27909,0,,27909,53106.5,fixed,60,60,2044897763
1442,0,random1 200x200 (1662981776).bmp,merge,,,asm1,397697.6,0,,397697.6,40688074717.3,random1,200,200,1662981776
1443,0.1467484547,random1 200x200 (1662981776).bmp,merge,,,asm1,305177.8,0,,305177.8,21254616.6999969,random1,200,200,1662981776
1444,0,random1 200x200 (1632621729).bmp,merge,,,asm1,316697,0,,316697,377004664,random1,200,200,1632621729
1445,0.1467484547,random1 200x200 (1632621729).bmp,merge,,,asm1,311791.6,0,,311791.6,92019348.8000031,random1,200,200,1632621729
1446,0,random2 200x200 (366978141).bmp,merge,,,asm1,317402,0,,317402,212338015.5,random2,200,200,366978141
1447,0.1467484547,random2 200x200 (366978141).bmp,merge,,,asm1,309972.2,0,,309972.2,8000737.69999695,random2,200,200,366978141
1448,0,random2 200x200 (155591899).bmp,merge,,,asm1,308273.6,0,,308273.6,4655327.80000305,random2,200,200,155591899
1449,0.1467484547,random2 200x200 (155591899).bmp,merge,,,asm1,307834.2,0,,307834.2,347010.199996948,random2,200,200,155591899
1450,0,fixed 244x244 (511702305).bmp,merge,,,asm1,471397.8,0,,471397.8,151798285.200012,fixed,244,244,511702305
1451,0.1467484547,fixed 244x244 (511702305).bmp,merge,,,asm1,456013.2,0,,456013.2,43587532.2000122,fixed,244,244,511702305
1452,0,random1 200x200 (201690613).bmp,merge,,,asm1,315551.4,0,,315551.4,268918472.300003,random1,200,200,201690613
1453,0.1467484547,random1 200x200 (201690613).bmp,merge,,,asm1,307039,0,,307039,29204.5,random1,200,200,201690613
1454,0,fixed 268x268 (805750846).bmp,merge,,,asm1,553832.2,0,,553832.2,17262680.2000122,fixed,268,268,805750846
1455,0.1467484547,fixed 268x268 (805750846).bmp,merge,,,asm1,552465.2,0,,552465.2,4482860.70001221,fixed,268,268,805750846
1456,0,fixed 136x136 (635723058).bmp,merge,,,asm1,140112.6,0,,140112.6,191415.299999237,fixed,136,136,635723058
1457,0.1467484547,fixed 136x136 (635723058).bmp,merge,,,asm1,138806.8,0,,138806.8,4243971.70000076,fixed,136,136,635723058
1458,0,random1 200x200 (971899228).bmp,merge,,,asm1,624021.4,0,,624021.4,502100911699.3,random1,200,200,971899228
1459,0.1467484547,random1 200x200 (971899228).bmp,merge,,,asm1,1809477.6,0,,1809477.6,11251001202652.3,random1,200,200,971899228
1460,0,random1 200x200 (846942590).bmp,merge,,,asm1,309002.6,0,,309002.6,10526129.3000031,random1,200,200,846942590
1461,0.1467484547,random1 200x200 (846942590).bmp,merge,,,asm1,314464.6,0,,314464.6,208251883.300003,random1,200,200,846942590
1462,0,random2 200x200 (1711667133).bmp,merge,,,asm1,1430602.2,0,,1430602.2,6130816935089.7,random2,200,200,1711667133
1463,0.1467484547,random2 200x200 (1711667133).bmp,merge,,,asm1,307352.4,0,,307352.4,113802.800003052,random2,200,200,1711667133
1464,0,random1 200x200 (1548233367).bmp,merge,,,asm1,307815.6,0,,307815.6,3212696.80000305,random1,200,200,1548233367
1465,0.1467484547,random1 200x200 (1548233367).bmp,merge,,,asm1,561496.8,0,,561496.8,310831816170.2,random1,200,200,1548233367
1466,0,random1 200x200 (593209441).bmp,merge,,,asm1,305732.6,0,,305732.6,21862295.300003,random1,200,200,593209441
1467,0.1467484547,random1 200x200 (593209441).bmp,merge,,,asm1,307430,0,,307430,452624,random1,200,200,593209441
1468,0,random1 200x200 (1335939811).bmp,merge,,,asm1,307085.6,0,,307085.6,87716.8000030518,random1,200,200,1335939811
1469,0.1467484547,random1 200x200 (1335939811).bmp,merge,,,asm1,310482.4,0,,310482.4,53316520.3000031,random1,200,200,1335939811
1470,0,random2 200x200 (75172477).bmp,merge,,,asm1,311855.6,0,,311855.6,112114565.800003,random2,200,200,75172477
1471,0.1467484547,random2 200x200 (75172477).bmp,merge,,,asm1,307152.2,0,,307152.2,321634.199996948,random2,200,200,75172477
1472,0,random2 200x200 (1395739259).bmp,merge,,,asm1,351773.2,0,,351773.2,10084091390.7,random2,200,200,1395739259
1473,0.1467484547,random2 200x200 (1395739259).bmp,merge,,,asm1,308640,0,,308640,9102126.5,random2,200,200,1395739259
1474,0,random1 200x200 (555996658).bmp,merge,,,asm1,333291.8,0,,333291.8,4010237893.20001,random1,200,200,555996658
1475,0.1467484547,random1 200x200 (555996658).bmp,merge,,,asm1,303427.8,0,,303427.8,35826993.1999969,random1,200,200,555996658
1476,0,random1 200x200 (337739299).bmp,merge,,,asm1,1644627.8,0,,1644627.8,8917961506044.2,random1,200,200,337739299
1477,0.1467484547,random1 200x200 (337739299).bmp,merge,,,asm1,307001.2,0,,307001.2,262566.199996948,random1,200,200,337739299
1478,0,random1 200x200 (1801979802).bmp,merge,,,asm1,313942.6,0,,313942.6,245823780.800003,random1,200,200,1801979802
1479,0.1467484547,random1 200x200 (1801979802).bmp,merge,,,asm1,305159.2,0,,305159.2,19863975.6999969,random1,200,200,1801979802
1480,0,random1 200x200 (387346491).bmp,merge,,,asm1,315134.2,0,,315134.2,348375383.199997,random1,200,200,387346491
1481,0.1467484547,random1 200x200 (387346491).bmp,merge,,,asm1,307126.4,0,,307126.4,64535.8000030518,random1,200,200,387346491
1482,0,random1 200x200 (1649760492).bmp,merge,,,asm1,433705,0,,433705,80089298811.5,random1,200,200,1649760492
1483,0.1467484547,random1 200x200 (1649760492).bmp,merge,,,asm1,312508.4,0,,312508.4,145174171.800003,random1,200,200,1649760492
1484,0,random2 200x200 (1812101828).bmp,merge,,,asm1,307687.2,0,,307687.2,2282264.69999695,random2,200,200,1812101828
1485,0.1467484547,random2 200x200 (1812101828).bmp,merge,,,asm1,305248,0,,305248,19934326,random2,200,200,1812101828
1486,0,random2 200x200 (1249410364).bmp,merge,,,asm1,310371.6,0,,310371.6,61573127.3000031,random2,200,200,1249410364
1487,0.1467484547,random2 200x200 (1249410364).bmp,merge,,,asm1,308232.2,0,,308232.2,6752205.69999695,random2,200,200,1249410364
1488,0,random2 200x200 (1136367389).bmp,merge,,,asm1,712389,0,,712389,782288116790.5,random2,200,200,1136367389
1489,0.1467484547,random2 200x200 (1136367389).bmp,merge,,,asm1,307459.2,0,,307459.2,199849.699996948,random2,200,200,1136367389
1490,0,random2 200x200 (730463925).bmp,merge,,,asm1,397321.8,0,,397321.8,40341364544.7,random2,200,200,730463925
1491,0.1467484547,random2 200x200 (730463925).bmp,merge,,,asm1,602887.4,0,,602887.4,436613755246.8,random2,200,200,730463925
1492,0,fixed 20x20 (1957747793).bmp,merge,,,asm1,3914.6,0,,3914.6,144368.300000001,fixed,20,20,1957747793
1493,0.1467484547,fixed 20x20 (1957747793).bmp,merge,,,asm1,4070.4,0,,4070.4,339235.300000001,fixed,20,20,1957747793
1494,0,fixed 24x24 (424238335).bmp,merge,,,asm1,5031.4,0,,5031.4,82054.3000000007,fixed,24,24,424238335
1495,0.1467484547,fixed 24x24 (424238335).bmp,merge,,,asm1,5271.2,0,,5271.2,110301.700000003,fixed,24,24,424238335
1496,0,fixed 308x308 (610515434).bmp,merge,,,asm1,740511.2,0,,740511.2,194027177.699951,fixed,308,308,610515434
1497,0.1467484547,fixed 308x308 (610515434).bmp,merge,,,asm1,742786,0,,742786,219631399.5,fixed,308,308,610515434
1498,0,random2 200x200 (1560034298).bmp,merge,,,asm1,309189.2,0,,309189.2,65300685.6999969,random2,200,200,1560034298
