,alpha,delta,filename,filter,h,l,language,optimization,s,experiment,width,height
1504,0.0,1757501,fixed 320x320 (760313750).bmp,merge,,,c,3,,fixed,320,320
1505,0.14674845465465455,1614192,fixed 320x320 (760313750).bmp,merge,,,c,3,,fixed,320,320
1506,0.0,561348,fixed 188x188 (1734575198).bmp,merge,,,c,3,,fixed,188,188
1507,0.14674845465465455,582500,fixed 188x188 (1734575198).bmp,merge,,,c,3,,fixed,188,188
1508,0.0,629886,random2 200x200 (1076377804).bmp,merge,,,c,3,,random2,200,200
1509,0.14674845465465455,869325,random2 200x200 (1076377804).bmp,merge,,,c,3,,random2,200,200
1510,0.0,652768,random1 200x200 (195740084).bmp,merge,,,c,3,,random1,200,200
1511,0.14674845465465455,609208,random1 200x200 (195740084).bmp,merge,,,c,3,,random1,200,200
1512,0.0,630054,random2 200x200 (2067038044).bmp,merge,,,c,3,,random2,200,200
1513,0.14674845465465455,651948,random2 200x200 (2067038044).bmp,merge,,,c,3,,random2,200,200
1514,0.0,629718,random1 200x200 (1823089412).bmp,merge,,,c,3,,random1,200,200
1515,0.14674845465465455,631266,random1 200x200 (1823089412).bmp,merge,,,c,3,,random1,200,200
1516,0.0,629938,random1 200x200 (927612902).bmp,merge,,,c,3,,random1,200,200
1517,0.14674845465465455,902287,random1 200x200 (927612902).bmp,merge,,,c,3,,random1,200,200
1518,0.0,611195,random1 200x200 (168002245).bmp,merge,,,c,3,,random1,200,200
1519,0.14674845465465455,1730919,random1 200x200 (168002245).bmp,merge,,,c,3,,random1,200,200
1520,0.0,640460,random1 200x200 (1125898167).bmp,merge,,,c,3,,random1,200,200
1521,0.14674845465465455,638247,random1 200x200 (1125898167).bmp,merge,,,c,3,,random1,200,200
1522,0.0,117206,fixed 88x88 (521595368).bmp,merge,,,c,3,,fixed,88,88
1523,0.14674845465465455,117801,fixed 88x88 (521595368).bmp,merge,,,c,3,,fixed,88,88
1524,0.0,61547,fixed 64x64 (1967513926).bmp,merge,,,c,3,,fixed,64,64
1525,0.14674845465465455,62677,fixed 64x64 (1967513926).bmp,merge,,,c,3,,fixed,64,64
1526,0.0,672788,random2 200x200 (191536171).bmp,merge,,,c,3,,random2,200,200
1527,0.14674845465465455,630381,random2 200x200 (191536171).bmp,merge,,,c,3,,random2,200,200
1528,0.0,611186,random2 200x200 (663711792).bmp,merge,,,c,3,,random2,200,200
1529,0.14674845465465455,628894,random2 200x200 (663711792).bmp,merge,,,c,3,,random2,200,200
1530,0.0,719432,random1 200x200 (711845894).bmp,merge,,,c,3,,random1,200,200
1531,0.14674845465465455,630915,random1 200x200 (711845894).bmp,merge,,,c,3,,random1,200,200
1532,0.0,1133122,random2 200x200 (818034604).bmp,merge,,,c,3,,random2,200,200
1533,0.14674845465465455,641095,random2 200x200 (818034604).bmp,merge,,,c,3,,random2,200,200
1534,0.0,633738,random1 200x200 (1633108117).bmp,merge,,,c,3,,random1,200,200
1535,0.14674845465465455,644630,random1 200x200 (1633108117).bmp,merge,,,c,3,,random1,200,200
1536,0.0,629355,random2 200x200 (1144991476).bmp,merge,,,c,3,,random2,200,200
1537,0.14674845465465455,662943,random2 200x200 (1144991476).bmp,merge,,,c,3,,random2,200,200
1538,0.0,642017,random1 200x200 (1956297539).bmp,merge,,,c,3,,random1,200,200
1539,0.14674845465465455,667143,random1 200x200 (1956297539).bmp,merge,,,c,3,,random1,200,200
1540,0.0,125759,fixed 92x92 (294702567).bmp,merge,,,c,3,,fixed,92,92
1541,0.14674845465465455,127398,fixed 92x92 (294702567).bmp,merge,,,c,3,,fixed,92,92
1542,0.0,99882,fixed 80x80 (1303455736).bmp,merge,,,c,3,,fixed,80,80
1543,0.14674845465465455,97599,fixed 80x80 (1303455736).bmp,merge,,,c,3,,fixed,80,80
1544,0.0,631724,random1 200x200 (1975960378).bmp,merge,,,c,3,,random1,200,200
1545,0.14674845465465455,630161,random1 200x200 (1975960378).bmp,merge,,,c,3,,random1,200,200
1546,0.0,634831,random2 200x200 (335467078).bmp,merge,,,c,3,,random2,200,200
1547,0.14674845465465455,645415,random2 200x200 (335467078).bmp,merge,,,c,3,,random2,200,200
1548,0.0,669118,random2 200x200 (813833609).bmp,merge,,,c,3,,random2,200,200
1549,0.14674845465465455,646740,random2 200x200 (813833609).bmp,merge,,,c,3,,random2,200,200
1550,0.0,217488,fixed 120x120 (468703135).bmp,merge,,,c,3,,fixed,120,120
1551,0.14674845465465455,219017,fixed 120x120 (468703135).bmp,merge,,,c,3,,fixed,120,120
1552,0.0,631101,random1 200x200 (1520223205).bmp,merge,,,c,3,,random1,200,200
1553,0.14674845465465455,630130,random1 200x200 (1520223205).bmp,merge,,,c,3,,random1,200,200
1554,0.0,632228,random1 200x200 (269441500).bmp,merge,,,c,3,,random1,200,200
1555,0.14674845465465455,1269150,random1 200x200 (269441500).bmp,merge,,,c,3,,random1,200,200
1556,0.0,1629342,fixed 316x316 (1374344043).bmp,merge,,,c,3,,fixed,316,316
1557,0.14674845465465455,28605753,fixed 316x316 (1374344043).bmp,merge,,,c,3,,fixed,316,316
1558,0.0,3502403,fixed 352x352 (1918502651).bmp,merge,,,c,3,,fixed,352,352
1559,0.14674845465465455,2060990,fixed 352x352 (1918502651).bmp,merge,,,c,3,,fixed,352,352
1560,0.0,261818,fixed 132x132 (1315634022).bmp,merge,,,c,3,,fixed,132,132
1561,0.14674845465465455,254427,fixed 132x132 (1315634022).bmp,merge,,,c,3,,fixed,132,132
1562,0.0,636919,random1 200x200 (1889947178).bmp,merge,,,c,3,,random1,200,200
1563,0.14674845465465455,685139,random1 200x200 (1889947178).bmp,merge,,,c,3,,random1,200,200
1564,0.0,613557,random2 200x200 (2081421295).bmp,merge,,,c,3,,random2,200,200
1565,0.14674845465465455,635200,random2 200x200 (2081421295).bmp,merge,,,c,3,,random2,200,200
1566,0.0,636627,random1 200x200 (1631518149).bmp,merge,,,c,3,,random1,200,200
1567,0.14674845465465455,632008,random1 200x200 (1631518149).bmp,merge,,,c,3,,random1,200,200
1568,0.0,150592,fixed 100x100 (336465782).bmp,merge,,,c,3,,fixed,100,100
1569,0.14674845465465455,150226,fixed 100x100 (336465782).bmp,merge,,,c,3,,fixed,100,100
1570,0.0,642686,random2 200x200 (1665194694).bmp,merge,,,c,3,,random2,200,200
1571,0.14674845465465455,635424,random2 200x200 (1665194694).bmp,merge,,,c,3,,random2,200,200
1572,0.0,667287,random1 200x200 (1346811305).bmp,merge,,,c,3,,random1,200,200
1573,0.14674845465465455,692660,random1 200x200 (1346811305).bmp,merge,,,c,3,,random1,200,200
1574,0.0,1081581,fixed 256x256 (1827336327).bmp,merge,,,c,3,,fixed,256,256
1575,0.14674845465465455,1042144,fixed 256x256 (1827336327).bmp,merge,,,c,3,,fixed,256,256
1576,0.0,1067987,fixed 260x260 (572660336).bmp,merge,,,c,3,,fixed,260,260
1577,0.14674845465465455,1607049,fixed 260x260 (572660336).bmp,merge,,,c,3,,fixed,260,260
1578,0.0,642139,random1 200x200 (1120048829).bmp,merge,,,c,3,,random1,200,200
1579,0.14674845465465455,634410,random1 200x200 (1120048829).bmp,merge,,,c,3,,random1,200,200
1580,0.0,656380,random1 200x200 (822890675).bmp,merge,,,c,3,,random1,200,200
1581,0.14674845465465455,630292,random1 200x200 (822890675).bmp,merge,,,c,3,,random1,200,200
1582,0.0,630390,random1 200x200 (532670688).bmp,merge,,,c,3,,random1,200,200
1583,0.14674845465465455,632438,random1 200x200 (532670688).bmp,merge,,,c,3,,random1,200,200
1584,0.0,1908,fixed 8x8 (846930886).bmp,merge,,,c,3,,fixed,8,8
1585,0.14674845465465455,2753,fixed 8x8 (846930886).bmp,merge,,,c,3,,fixed,8,8
1586,0.0,675144,random2 200x200 (1634660306).bmp,merge,,,c,3,,random2,200,200
1587,0.14674845465465455,643959,random2 200x200 (1634660306).bmp,merge,,,c,3,,random2,200,200
1588,0.0,2541984,fixed 392x392 (1749698586).bmp,merge,,,c,3,,fixed,392,392
1589,0.14674845465465455,2617418,fixed 392x392 (1749698586).bmp,merge,,,c,3,,fixed,392,392
1590,0.0,642835,random1 200x200 (1973594324).bmp,merge,,,c,3,,random1,200,200
1591,0.14674845465465455,650122,random1 200x200 (1973594324).bmp,merge,,,c,3,,random1,200,200
1592,0.0,631098,random1 200x200 (1359512183).bmp,merge,,,c,3,,random1,200,200
1593,0.14674845465465455,645192,random1 200x200 (1359512183).bmp,merge,,,c,3,,random1,200,200
1594,0.0,641776,random1 200x200 (570073850).bmp,merge,,,c,3,,random1,200,200
1595,0.14674845465465455,629373,random1 200x200 (570073850).bmp,merge,,,c,3,,random1,200,200
1596,0.0,346559,fixed 152x152 (2089018456).bmp,merge,,,c,3,,fixed,152,152
1597,0.14674845465465455,346880,fixed 152x152 (2089018456).bmp,merge,,,c,3,,fixed,152,152
1598,0.0,629697,random2 200x200 (594662880).bmp,merge,,,c,3,,random2,200,200
1599,0.14674845465465455,629877,random2 200x200 (594662880).bmp,merge,,,c,3,,random2,200,200
1600,0.0,108487,fixed 84x84 (35005211).bmp,merge,,,c,3,,fixed,84,84
1601,0.14674845465465455,107416,fixed 84x84 (35005211).bmp,merge,,,c,3,,fixed,84,84
1602,0.0,634654,random2 200x200 (2099086020).bmp,merge,,,c,3,,random2,200,200
1603,0.14674845465465455,636324,random2 200x200 (2099086020).bmp,merge,,,c,3,,random2,200,200
1604,0.0,643910,random1 200x200 (1600028624).bmp,merge,,,c,3,,random1,200,200
1605,0.14674845465465455,778719,random1 200x200 (1600028624).bmp,merge,,,c,3,,random1,200,200
1606,0.0,657366,random1 200x200 (620145550).bmp,merge,,,c,3,,random1,200,200
1607,0.14674845465465455,666420,random1 200x200 (620145550).bmp,merge,,,c,3,,random1,200,200
1608,0.0,2263981,fixed 368x368 (1264095060).bmp,merge,,,c,3,,fixed,368,368
1609,0.14674845465465455,2153934,fixed 368x368 (1264095060).bmp,merge,,,c,3,,fixed,368,368
1610,0.0,631284,random1 200x200 (292218004).bmp,merge,,,c,3,,random1,200,200
1611,0.14674845465465455,641288,random1 200x200 (292218004).bmp,merge,,,c,3,,random1,200,200
1612,0.0,1466982,fixed 296x296 (2001100545).bmp,merge,,,c,3,,fixed,296,296
1613,0.14674845465465455,1432487,fixed 296x296 (2001100545).bmp,merge,,,c,3,,fixed,296,296
1614,0.0,665892,random1 200x200 (749241873).bmp,merge,,,c,3,,random1,200,200
1615,0.14674845465465455,650467,random1 200x200 (749241873).bmp,merge,,,c,3,,random1,200,200
1616,0.0,640354,random1 200x200 (338888228).bmp,merge,,,c,3,,random1,200,200
1617,0.14674845465465455,610559,random1 200x200 (338888228).bmp,merge,,,c,3,,random1,200,200
1618,0.0,545517,fixed 184x184 (756898537).bmp,merge,,,c,3,,fixed,184,184
1619,0.14674845465465455,539876,fixed 184x184 (756898537).bmp,merge,,,c,3,,fixed,184,184
1620,0.0,656331,fixed 204x204 (1129566413).bmp,merge,,,c,3,,fixed,204,204
1621,0.14674845465465455,662033,fixed 204x204 (1129566413).bmp,merge,,,c,3,,fixed,204,204
1622,0.0,20464061,fixed 364x364 (2053999932).bmp,merge,,,c,3,,fixed,364,364
1623,0.14674845465465455,30389717,fixed 364x364 (2053999932).bmp,merge,,,c,3,,fixed,364,364
1624,0.0,997597,fixed 248x248 (2084420925).bmp,merge,,,c,3,,fixed,248,248
1625,0.14674845465465455,967464,fixed 248x248 (2084420925).bmp,merge,,,c,3,,fixed,248,248
1626,0.0,2241941,random2 200x200 (959798838).bmp,merge,,,c,3,,random2,200,200
1627,0.14674845465465455,635030,random2 200x200 (959798838).bmp,merge,,,c,3,,random2,200,200
1628,0.0,653229,random2 200x200 (25750299).bmp,merge,,,c,3,,random2,200,200
1629,0.14674845465465455,651902,random2 200x200 (25750299).bmp,merge,,,c,3,,random2,200,200
1630,0.0,641797,random2 200x200 (766480852).bmp,merge,,,c,3,,random2,200,200
1631,0.14674845465465455,630002,random2 200x200 (766480852).bmp,merge,,,c,3,,random2,200,200
1632,0.0,1083721,random1 200x200 (1264095060).bmp,merge,,,c,3,,random1,200,200
1633,0.14674845465465455,629990,random1 200x200 (1264095060).bmp,merge,,,c,3,,random1,200,200
1634,0.0,1155128,fixed 264x264 (1159126505).bmp,merge,,,c,3,,fixed,264,264
1635,0.14674845465465455,1165018,fixed 264x264 (1159126505).bmp,merge,,,c,3,,fixed,264,264
1636,0.0,631690,random1 200x200 (155324914).bmp,merge,,,c,3,,random1,200,200
1637,0.14674845465465455,644841,random1 200x200 (155324914).bmp,merge,,,c,3,,random1,200,200
1638,0.0,2588677,random2 200x200 (901471110).bmp,merge,,,c,3,,random2,200,200
1639,0.14674845465465455,658025,random2 200x200 (901471110).bmp,merge,,,c,3,,random2,200,200
1640,0.0,325756,fixed 148x148 (1059961393).bmp,merge,,,c,3,,fixed,148,148
1641,0.14674845465465455,332144,fixed 148x148 (1059961393).bmp,merge,,,c,3,,fixed,148,148
1642,0.0,634984,random2 200x200 (954978700).bmp,merge,,,c,3,,random2,200,200
1643,0.14674845465465455,644814,random2 200x200 (954978700).bmp,merge,,,c,3,,random2,200,200
1644,0.0,175548,fixed 108x108 (278722862).bmp,merge,,,c,3,,fixed,108,108
1645,0.14674845465465455,175017,fixed 108x108 (278722862).bmp,merge,,,c,3,,fixed,108,108
1646,0.0,631235,random1 200x200 (1350490027).bmp,merge,,,c,3,,random1,200,200
1647,0.14674845465465455,726457,random1 200x200 (1350490027).bmp,merge,,,c,3,,random1,200,200
1648,0.0,654392,random1 200x200 (84353895).bmp,merge,,,c,3,,random1,200,200
1649,0.14674845465465455,631730,random1 200x200 (84353895).bmp,merge,,,c,3,,random1,200,200
1650,0.0,634166,random1 200x200 (407487131).bmp,merge,,,c,3,,random1,200,200
1651,0.14674845465465455,644075,random1 200x200 (407487131).bmp,merge,,,c,3,,random1,200,200
1652,0.0,1434709,fixed 284x284 (1141616124).bmp,merge,,,c,3,,fixed,284,284
1653,0.14674845465465455,1399540,fixed 284x284 (1141616124).bmp,merge,,,c,3,,fixed,284,284
1654,0.0,413967,fixed 164x164 (1131176229).bmp,merge,,,c,3,,fixed,164,164
1655,0.14674845465465455,405710,fixed 164x164 (1131176229).bmp,merge,,,c,3,,fixed,164,164
1656,0.0,1696707,fixed 328x328 (356426808).bmp,merge,,,c,3,,fixed,328,328
1657,0.14674845465465455,1732956,fixed 328x328 (356426808).bmp,merge,,,c,3,,fixed,328,328
1658,0.0,30908,fixed 44x44 (1025202362).bmp,merge,,,c,3,,fixed,44,44
1659,0.14674845465465455,30649,fixed 44x44 (1025202362).bmp,merge,,,c,3,,fixed,44,44
1660,0.0,640970,random2 200x200 (250037052).bmp,merge,,,c,3,,random2,200,200
1661,0.14674845465465455,642615,random2 200x200 (250037052).bmp,merge,,,c,3,,random2,200,200
1662,0.0,647054,random2 200x200 (1113699290).bmp,merge,,,c,3,,random2,200,200
1663,0.14674845465465455,637020,random2 200x200 (1113699290).bmp,merge,,,c,3,,random2,200,200
1664,0.0,630118,random1 200x200 (87755422).bmp,merge,,,c,3,,random1,200,200
1665,0.14674845465465455,642665,random1 200x200 (87755422).bmp,merge,,,c,3,,random1,200,200
1666,0.0,643478,random1 200x200 (1760281936).bmp,merge,,,c,3,,random1,200,200
1667,0.14674845465465455,648846,random1 200x200 (1760281936).bmp,merge,,,c,3,,random1,200,200
1668,0.0,644145,random1 200x200 (552473416).bmp,merge,,,c,3,,random1,200,200
1669,0.14674845465465455,639212,random1 200x200 (552473416).bmp,merge,,,c,3,,random1,200,200
1670,0.0,641883,random1 200x200 (1389867269).bmp,merge,,,c,3,,random1,200,200
1671,0.14674845465465455,630228,random1 200x200 (1389867269).bmp,merge,,,c,3,,random1,200,200
1672,0.0,632850,random1 200x200 (1714636915).bmp,merge,,,c,3,,random1,200,200
1673,0.14674845465465455,629648,random1 200x200 (1714636915).bmp,merge,,,c,3,,random1,200,200
1674,0.0,1203405,fixed 272x272 (1632621729).bmp,merge,,,c,3,,fixed,272,272
1675,0.14674845465465455,12998982,fixed 272x272 (1632621729).bmp,merge,,,c,3,,fixed,272,272
1676,0.0,682223,random1 200x200 (1548348142).bmp,merge,,,c,3,,random1,200,200
1677,0.14674845465465455,651634,random1 200x200 (1548348142).bmp,merge,,,c,3,,random1,200,200
1678,0.0,651871,random1 200x200 (1573363368).bmp,merge,,,c,3,,random1,200,200
1679,0.14674845465465455,633090,random1 200x200 (1573363368).bmp,merge,,,c,3,,random1,200,200
1680,0.0,782316,fixed 220x220 (1911759956).bmp,merge,,,c,3,,fixed,220,220
1681,0.14674845465465455,760893,fixed 220x220 (1911759956).bmp,merge,,,c,3,,fixed,220,220
1682,0.0,638229,random1 200x200 (654887343).bmp,merge,,,c,3,,random1,200,200
1683,0.14674845465465455,640876,random1 200x200 (654887343).bmp,merge,,,c,3,,random1,200,200
1684,0.0,630170,random2 200x200 (1250718455).bmp,merge,,,c,3,,random2,200,200
1685,0.14674845465465455,633903,random2 200x200 (1250718455).bmp,merge,,,c,3,,random2,200,200
1686,0.0,629953,random2 200x200 (98768428).bmp,merge,,,c,3,,random2,200,200
1687,0.14674845465465455,638458,random2 200x200 (98768428).bmp,merge,,,c,3,,random2,200,200
1688,0.0,655254,random2 200x200 (960449276).bmp,merge,,,c,3,,random2,200,200
1689,0.14674845465465455,629978,random2 200x200 (960449276).bmp,merge,,,c,3,,random2,200,200
1690,0.0,630860,random2 200x200 (232899880).bmp,merge,,,c,3,,random2,200,200
1691,0.14674845465465455,637274,random2 200x200 (232899880).bmp,merge,,,c,3,,random2,200,200
1692,0.0,630512,random1 200x200 (1605894428).bmp,merge,,,c,3,,random1,200,200
1693,0.14674845465465455,742588,random1 200x200 (1605894428).bmp,merge,,,c,3,,random1,200,200
1694,0.0,4603,fixed 16x16 (1714636915).bmp,merge,,,c,3,,fixed,16,16
1695,0.14674845465465455,6197,fixed 16x16 (1714636915).bmp,merge,,,c,3,,fixed,16,16
1696,0.0,656404,random2 200x200 (602713750).bmp,merge,,,c,3,,random2,200,200
1697,0.14674845465465455,721590,random2 200x200 (602713750).bmp,merge,,,c,3,,random2,200,200
1698,0.0,659027,random2 200x200 (1790746779).bmp,merge,,,c,3,,random2,200,200
1699,0.14674845465465455,642142,random2 200x200 (1790746779).bmp,merge,,,c,3,,random2,200,200
1700,0.0,631400,random2 200x200 (1585298692).bmp,merge,,,c,3,,random2,200,200
1701,0.14674845465465455,612097,random2 200x200 (1585298692).bmp,merge,,,c,3,,random2,200,200
1702,0.0,630069,random1 200x200 (1176911340).bmp,merge,,,c,3,,random1,200,200
1703,0.14674845465465455,638995,random1 200x200 (1176911340).bmp,merge,,,c,3,,random1,200,200
1704,0.0,629965,random2 200x200 (1556677371).bmp,merge,,,c,3,,random2,200,200
1705,0.14674845465465455,609970,random2 200x200 (1556677371).bmp,merge,,,c,3,,random2,200,200
1706,0.0,631372,random2 200x200 (88885284).bmp,merge,,,c,3,,random2,200,200
1707,0.14674845465465455,629730,random2 200x200 (88885284).bmp,merge,,,c,3,,random2,200,200
1708,0.0,6292907,random2 200x200 (1427056614).bmp,merge,,,c,3,,random2,200,200
1709,0.14674845465465455,911812,random2 200x200 (1427056614).bmp,merge,,,c,3,,random2,200,200
1710,0.0,422106,fixed 168x168 (1653377373).bmp,merge,,,c,3,,fixed,168,168
1711,0.14674845465465455,423055,fixed 168x168 (1653377373).bmp,merge,,,c,3,,fixed,168,168
1712,0.0,630008,random2 200x200 (1258505823).bmp,merge,,,c,3,,random2,200,200
1713,0.14674845465465455,646532,random2 200x200 (1258505823).bmp,merge,,,c,3,,random2,200,200
1714,0.0,662268,random1 200x200 (1760243555).bmp,merge,,,c,3,,random1,200,200
1715,0.14674845465465455,637768,random1 200x200 (1760243555).bmp,merge,,,c,3,,random1,200,200
1716,0.0,661343,random2 200x200 (13999837).bmp,merge,,,c,3,,random2,200,200
1717,0.14674845465465455,638437,random2 200x200 (13999837).bmp,merge,,,c,3,,random2,200,200
1718,0.0,648699,random1 200x200 (950390868).bmp,merge,,,c,3,,random1,200,200
1719,0.14674845465465455,659222,random1 200x200 (950390868).bmp,merge,,,c,3,,random1,200,200
1720,0.0,47108,fixed 56x56 (1102520059).bmp,merge,,,c,3,,fixed,56,56
1721,0.14674845465465455,47239,fixed 56x56 (1102520059).bmp,merge,,,c,3,,fixed,56,56
1722,0.0,246955,fixed 128x128 (1801979802).bmp,merge,,,c,3,,fixed,128,128
1723,0.14674845465465455,246881,fixed 128x128 (1801979802).bmp,merge,,,c,3,,fixed,128,128
1724,0.0,630863,random1 200x200 (2112255763).bmp,merge,,,c,3,,random1,200,200
1725,0.14674845465465455,1173801,random1 200x200 (2112255763).bmp,merge,,,c,3,,random1,200,200
1726,0.0,891051,fixed 236x236 (982906996).bmp,merge,,,c,3,,fixed,236,236
1727,0.14674845465465455,937613,fixed 236x236 (982906996).bmp,merge,,,c,3,,fixed,236,236
1728,0.0,631693,random2 200x200 (279861221).bmp,merge,,,c,3,,random2,200,200
1729,0.14674845465465455,629599,random2 200x200 (279861221).bmp,merge,,,c,3,,random2,200,200
1730,0.0,875928,random2 200x200 (211996288).bmp,merge,,,c,3,,random2,200,200
1731,0.14674845465465455,2075982,random2 200x200 (211996288).bmp,merge,,,c,3,,random2,200,200
1732,0.0,19329,fixed 32x32 (1649760492).bmp,merge,,,c,3,,fixed,32,32
1733,0.14674845465465455,17977,fixed 32x32 (1649760492).bmp,merge,,,c,3,,fixed,32,32
1734,0.0,679030,random1 200x200 (498777856).bmp,merge,,,c,3,,random1,200,200
1735,0.14674845465465455,647304,random1 200x200 (498777856).bmp,merge,,,c,3,,random1,200,200
1736,0.0,14503,fixed 28x28 (719885386).bmp,merge,,,c,3,,fixed,28,28
1737,0.14674845465465455,13181,fixed 28x28 (719885386).bmp,merge,,,c,3,,fixed,28,28
1738,0.0,8173244,random1 200x200 (760313750).bmp,merge,,,c,3,,random1,200,200
1739,0.14674845465465455,630005,random1 200x200 (760313750).bmp,merge,,,c,3,,random1,200,200
1740,0.0,645916,random1 200x200 (184803526).bmp,merge,,,c,3,,random1,200,200
1741,0.14674845465465455,634352,random1 200x200 (184803526).bmp,merge,,,c,3,,random1,200,200
1742,0.0,638720,random2 200x200 (369554448).bmp,merge,,,c,3,,random2,200,200
1743,0.14674845465465455,662247,random2 200x200 (369554448).bmp,merge,,,c,3,,random2,200,200
1744,0.0,634059,random2 200x200 (204557828).bmp,merge,,,c,3,,random2,200,200
